assists,team,goals,year,games_played,points,pim,age,plus_minus,league
23,MsHKM Zilina U18,26,2006-07,54,49,12,15,0,Slovakia U18
19,MsHKM Zilina U20,17,2007-08,49,36,24,16,0,Slovakia U20
5,MsHKM Zilina U18,4,2007-08,8,9,54,16,0,Slovakia U18
0,Slovakia U18,1,2007-08,6,1,2,16,-2,WJC-18
1,Slovakia U17,2,2007-08,5,3,4,16,0,WHC-17
0,Slovakia U20,1,2008-09,7,1,2,17,0,WJC-20
3,Slovakia U18,2,2008-09,6,5,0,17,-4,WJC-18
6,HK Orange 20,8,2008-09,34,14,10,17,-11,Slovakia
29,Moncton Wildcats,26,2009-10,66,55,14,18,24,QMJHL
1,Moncton Wildcats,0,2009-10,3,1,0,18,-1,M-Cup
41,Moncton Wildcats,38,2010-11,59,79,18,19,-8,QMJHL
0,Slovakia U20,2,2010-11,6,2,2,19,-2,WJC-20
41,Moncton Wildcats,29,2011-12,54,70,8,20,13,QMJHL
0,Connecticut Whale,1,2011-12,8,1,0,20,1,AHL
19,Connecticut Whale,7,2012-13,40,26,10,21,-2,AHL
2,Slovakia (all),1,2013-14,8,3,2,22,2,Internationa
0,Slovakia,0,2013-14,6,0,0,22,0,WC
14,Hartford Wolf Pack,13,2013-14,74,27,22,22,2,AHL
21,Hartford Wolf Pack,12,2014-15,72,33,12,23,8,AHL
29,Hartford Wolf Pack,12,2015-16,68,41,18,24,3,AHL
24,Hartford Wolf Pack,16,2016-17,56,40,12,25,3,AHL
