shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
0,0,2,0,573,12,0,1971-72,0,1,3.66,NHL,0,35,0,0,6,0,0,21,1.0,0,[],0,0,0,VAN
0,0,1,0,1297,25,0,1972-73,0,5,4.53,NHL,0,98,0,0,17,0,0,22,1.1,0,[],1,0,0,VAN
0,0,2,0,583,12,0,1973-74,0,2,4.63,NHL,0,45,0,0,5,0,0,23,0.3,0,[],0,0,0,VAN
909,0,0,786,1692,32,0,1974-75,0,0,4.36,WHA,0,123,123,-23.40,0,0,.865,24,0,6,[],0,0,0,INR
