shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,120,2,0,1967-68,0,2,2.50,WCJHL,0,5,0,0,0,0,0,17,0,0,0,0,Estevan Bruins
0,0,2,0,960,16,0,1969-70,0,7,2.81,WCJHL,0,45,0,0,7,0,0,19,0,1,0,0,Calgary Centennials
0,0,2,0,641,11,0,1970-71,0,5,2.71,WCJHL,0,29,0,0,4,0,0,20,0,0,0,0,Calgary Centennials
