assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,Sault Ste. Marie Greyhounds,3,1980-81,18,8,25,18,0,OMJHL
1,Kingston Canadians,1,1981-82,4,2,16,19,0,OHL
8,Indianapolis Checkers,3,1982-83,10,11,18,20,0,CHL
5,Indianapolis Checkers,2,1983-84,10,7,0,21,0,CHL
2,Springfield Indians,2,1984-85,3,4,0,22,0,AHL
3,Indianapolis Checkers,4,1986-87,6,7,2,24,0,IHL
3,Peoria Rivermen,2,1987-88,7,5,4,25,0,IHL
1,Fort Wayne Komets,3,1989-90,5,4,0,27,0,IHL
8,Kansas City Blades,13,1991-92,15,21,8,29,0,IHL
10,Wichita Thunder,12,1993-94,11,22,12,31,0,CHL
16,Wichita Thunder,15,1994-95,11,31,4,32,0,CHL
4,Louisiana IceGators,2,1995-96,5,6,2,33,0,ECHL
17,Louisiana IceGators,5,1996-97,17,22,0,34,0,ECHL
1,Huntsville Channel Cats,0,1997-98,2,1,0,35,0,CHL
