pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Morrisburg Lions,0,0,1,ON-Jr.B,1,1983-84,15,1
0,Morrisburg Lions,5,0,19,ON-Jr.B,30,1986-87,18,14
12,Clarkson Knights,1,0,5,ECAC,24,1987-88,19,4
36,Clarkson Knights,14,0,17,ECAC,31,1988-89,20,3
69,Clarkson Knights,21,0,43,ECAC,34,1989-90,21,22
44,Clarkson Knights,35,0,54,ECAC,40,1990-91,22,19
83,Toledo Storm,60,0,99,ECHL,61,1991-92,23,39
0,Adirondack Red Wings,0,0,0,AHL,1,1991-92,23,0
27,Adirondack Red Wings,19,0,31,AHL,60,1992-93,24,12
2,Toledo Storm,1,0,1,ECHL,3,1992-93,24,0
34,Adirondack Red Wings,38,0,55,AHL,77,1993-94,25,17
42,Adirondack Red Wings,43,0,60,AHL,60,1994-95,26,17
46,Carolina Panthers,68,0,102,AHL,70,1995-96,27,34
54,Cincinnati Cyclones,34,0,64,IHL,68,1996-97,28,30
44,Cincinnati Cyclones,28,1,47,IHL,55,1997-98,29,19
14,Rochester Americans,7,-2,15,AHL,25,1997-98,29,8
64,EV Landshut,29,0,49,Germany,49,1998-99,30,20
44,Munchen Barons,29,0,43,Germany,54,1999-00,31,14
76,Hannover Scorpions,32,0,44,Germany,57,2000-01,32,12
38,ESC Moskitos Essen,23,0,32,Germany,57,2001-02,33,9
64,Cincinnati Cyclones,37,3,53,ECHL,61,2002-03,34,16
6,Cincinnati Cyclones,5,-1,9,ECHL,19,2003-04,35,4
