assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,1975-76,20,18,11,St. Mary\'s Huskies,19,21,0,AUAA
5,1976-77,20,21,16,St. Mary\'s Huskies,20,2,0,AUAA
13,1977-78,20,36,23,St. Mary\'s Huskies,21,8,0,AUAA
24,1978-79,71,66,42,Kansas City Red Wings,22,29,0,CHL
31,1979-80,79,65,34,Adirondack Red Wings,23,45,0,AHL
12,1980-81,58,35,23,Adirondack Red Wings,24,48,0,AHL
33,1981-82,75,65,32,Rochester Americans,25,14,0,AHL
32,1982-83,57,75,43,Rochester Americans,26,15,0,AHL
48,1983-84,71,103,55,Rochester Americans,27,53,0,AHL
4,1984-85,6,8,4,Rochester Americans,28,14,0,AHL
15,1985-86,38,36,21,Rochester Americans,29,23,0,AHL
15,1986-87,39,39,24,TPS Turku,30,93,0,Finland
3,1986-87,3,4,1,Canada,30,2,0,Nat-Tm
12,1987-88,44,44,32,TPS Turku,31,68,0,Finland
15,1988-89,34,36,21,TPS Turku,32,31,0,Finland
3,1988-89,3,4,1,Canada,32,2,0,Nat-Tm
11,1989-90,38,38,27,TPS Turku,33,44,0,Finland
6,1990-91,29,17,11,TPS Turku,34,32,0,Finland
7,1991-92,18,26,19,EHC Essen-West,35,43,0,German-2
