year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1978-79,16,0,0,0,0,WHL,2,Billings Bighorns,0
1980-81,18,2,65,18,0,CCHA,35,Western Michigan University,20
1981-82,19,3,37,10,0,CCHA,33,Western Michigan University,13
1982-83,20,1,36,9,0,CCHA,32,Western Michigan University,10
1983-84,21,4,80,16,0,CCHA,41,Western Michigan University,20
1983-84,21,0,0,0,0,IHL,3,Kalamazoo Wings,0
1984-85,22,10,130,19,0,IHL,51,Indianapolis Checkers,29
1984-85,22,1,59,3,0,AHL,21,Springfield Indians,4
1985-86,23,8,187,21,0,AHL,78,Springfield Indians,29
1986-87,24,10,156,6,0,AHL,54,Springfield Indians,16
1987-88,25,0,0,0,0,AHL,1,Springfield Indians,0
1987-88,25,24,172,29,0,IHL,73,Peoria Rivermen,53
1988-89,26,1,20,1,0,AHL,5,Springfield Indians,2
1988-89,26,18,235,23,0,IHL,76,Indianapolis Ice,41
