age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,SC,0,0,0,0,NHL,0,0,1923-24,0,0,0,,0,0,,MTL,0
22,,0,0,1,0,NHL,0,0,1924-25,0,0,0,,0,0,,MTL,1
24,,0,0,0,0,NHL,4,0,1926-27,0,0,1,,0,0,,MTL,1
25,,0,0,0,0,NHL,2,0,1927-28,0,0,0,,0,6,,MTL,0
26,,0,0,0,0,NHL,3,0,1928-29,0,0,0,,0,0,,MTL,0
27,SC,0,0,1,0,NHL,0,0,1929-30,0,0,2,,0,18,,MTL,3
28,SC,0,0,1,0,NHL,0,0,1930-31,0,0,2,,0,0,,MTL,3
29,,0,0,1,0,NHL,4,0,1931-32,0,0,0,,0,8,,MTL,1
30,,0,0,1,0,NHL,2,0,1932-33,0,0,0,,0,2,,MTL,1
31,,0,0,0,0,NHL,2,0,1933-34,0,0,0,,0,2,,MTL,0
32,,0,0,0,0,NHL,2,0,1934-35,0,0,0,,0,2,,MTL,0
