assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
11,0,26,24,,5.6,0.5,0,,0,RW,6.1,0,TRS,/players/d/dyeba01.html,0,19,0,0,Babe Dye,,1923,37,0,22,0
9,0,19,28,,3.6,0.5,0,,0,C,4.1,0,TRS,/players/a/adamsja01.html,0,64,0,0,Jack Adams,,1923,28,0,23,0
11,0,12,26,,2.2,0.5,0,,0,LW,2.7,0,TRS,/players/n/noblere01.html,0,47,0,0,Reg Noble,,1923,23,0,24,0
7,0,9,32,,1.7,1.9,0,,0,D,3.6,0,TRS,/players/c/camerha01.html,0,27,0,0,Harry Cameron,,1923,16,0,22,0
3,0,7,22,,0.7,1.9,0,,0,D,2.7,0,TRS,/players/s/stuarbi01.html,0,16,0,0,Billy Stuart,,1923,10,0,23,0
4,0,5,28,,-0.2,0.5,0,,0,F,0.3,0,TRS,/players/a/andrell01.html,0,10,0,0,Lloyd Andrews,,1923,9,0,23,0
5,0,3,34,,0.0,2.0,0,,0,D/RW,2.0,0,TRS,/players/r/randake01.html,0,58,0,0,Ken Randall,,1923,8,0,24,0
0,0,1,29,,0.2,0.0,0,,0,LW/C,0.2,0,TRS,/players/d/denneco01.html,0,0,0,0,Corb Denneny,,1923,1,0,1,0
1,0,0,20,,-1.3,0.4,0,,0,F,-0.9,0,TRS,/players/d/denoige01.html,0,0,0,0,Gerry Denoird,,1923,1,0,17,0
0,0,0,22,,0.0,0.0,0,,0,G,3.1,0,TRS,/players/r/roachjo01.html,0,0,0,0,John Ross Roach,,1923,0,0,24,0
0,0,0,19,,-1.4,0.4,0,,0,RW,-1.0,0,TRS,/players/s/scottga01.html,0,0,0,0,Ganton Scott,,1923,0,0,17,0
0,0,0,27,,-0.2,0.0,0,,0,LW,-0.1,0,TRS,/players/s/smyliro01.html,0,0,0,0,Rod Smylie,,1923,0,0,2,0
