power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,2,0,NHL,1961-62,22,2,MTL,,0,0,2,0,4,,,50.0,0
0,5,0,0,NHL,1962-63,23,0,MTL,,0,0,-2,0,2,,,0.0,0
0,7,0,0,NHL,1963-64,24,0,MTL,,0,4,-1,0,6,,,0.0,0
0,9,1,0,NHL,1964-65,25,0,MTL,,1,2,1,0,19,,SC,0.0,0
0,4,1,0,NHL,1966-67,27,0,NYR,,1,2,-1,0,3,,,0.0,0
1,0,7,0,NHL,1967-68,28,5,STL,,2,9,-4,1,0,,,7.4,3
2,12,10,1,NHL,1968-69,29,7,STL,,3,20,3,0,42,,,16.7,0
3,0,12,1,NHL,1969-70,30,7,STL,,5,8,-2,1,56,,,12.5,3
1,2,1,0,NHL,1974-75,35,1,STL,,0,0,-2,0,5,,,20.0,0
0,3,3,0,NHL,1975-76,36,1,STL,,2,0,0,0,5,,,20.0,1
0,4,0,0,NHL,1976-77,37,0,STL,,0,4,-8,0,8,,,0.0,0
