pim,team,assists,plus_minus,points,league,games_played,year,age,goals
86,Regina Pats,23,0,44,SJHL,51,1956-57,17,21
62,Regina Pats,49,0,95,SJHL,51,1957-58,18,46
2,Belleville McFarlands,1,0,3,EOHL,1,1958-59,19,2
0,Canada,4,0,13,WEC-A,8,1958-59,19,9
12,University of Michigan,7,0,19,WCHA,28,1959-60,20,12
0,University of Michigan,25,0,49,WCHA,28,1960-61,21,24
40,University of Michigan,27,0,70,WCHA,28,1961-62,22,43
28,Hull-Ottawa Canadiens,25,0,48,EPHL,30,1962-63,23,23
16,Quebec Aces,34,0,56,AHL,65,1964-65,25,22
14,Quebec Aces,36,0,53,AHL,34,1965-66,26,17
0,Canada,1,0,1,Summit-72,2,1972-73,33,0
