year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,16,5,0,33,0,High-MA,22,Thayer Academy,38
2000-01,17,7,64,23,0,U-18,40,U.S. National Team Development Program,30
2000-01,17,2,22,8,0,USHL,20,U.S. National Team Development Program,10
2000-01,17,0,8,1,2,WJ18-A,6,United States,1
2001-02,18,4,46,17,0,H-East,35,Boston University Terriers,21
2001-02,18,1,20,2,2,WJC-A,7,United States,3
2002-03,19,3,48,10,0,H-East,34,Boston University Terriers,13
2002-03,19,1,14,4,3,WJC-A,7,United States,5
2003-04,20,9,56,16,0,H-East,38,Boston University Terriers,25
2004-05,21,6,101,35,-12,AHL,80,Wilkes-Barre Penguins,41
2005-06,22,5,6,9,7,AHL,9,Wilkes-Barre Penguins,14
2008-09,25,0,2,1,-1,AHL,1,Wilkes-Barre Penguins,1
2009-10,26,0,0,0,-1,Olympics,6,United States,0
2013-14,30,7,52,16,-17,AHL,45,San Antonio Rampage,23
2014-15,31,6,23,13,8,KHL,42,HK Sochi,19
