pim,team,assists,plus_minus,points,league,games_played,year,age,goals
11,Montreal Columbus,0,0,0,MCHL,10,1929-30,20,0
44,Moncton Hawks,4,0,14,NBSHL,24,1931-32,22,10
37,Moncton Hawks,3,0,9,MSHL,26,1932-33,23,6
31,Moncton Hawks,11,0,25,NBSHL,29,1933-34,24,14
35,Philadelphia Ramblers,12,0,21,IAHL,45,1936-37,27,9
31,Springfield Indians,9,0,14,IAHL,29,1937-38,28,5
30,Springfield Indians,12,0,27,IAHL,45,1938-39,29,15
53,St. Paul Saints,25,0,49,AHA,46,1939-40,30,24
31,St. Paul Saints,11,0,27,AHA,46,1940-41,31,16
36,Fort Worth Rangers,32,0,59,AHA,49,1941-42,32,27
2,Montreal Royals,5,0,8,QSHL,14,1942-43,33,3
4,Montreal Canada Car,10,0,22,MCHL,11,1943-44,34,12
26,Valleyfield Braves,23,0,46,QPHL,35,1944-45,35,23
33,St-Hyacinthe Saints,10,0,23,QPHL,17,1945-46,36,13
