pim,team,assists,plus_minus,points,league,games_played,year,age,goals
30,Bramalea Blues,52,0,88,ON-Jr.A,46,1997-98,15,36
51,Bramalea Blues,72,0,103,ON-Jr.A,41,1998-99,16,31
32,University of Michigan,13,0,26,CCHA,39,1999-00,17,13
24,University of Michigan,32,29,61,CCHA,42,2000-01,18,29
2,Canada,2,-1,6,WJC-A,7,2000-01,18,4
28,University of Michigan,21,26,44,CCHA,29,2001-02,19,23
10,Canada,4,9,11,WJC-A,7,2001-02,19,7
12,Manchester Monarchs,15,-4,20,AHL,13,2002-03,20,5
28,Manchester Monarchs,19,13,39,AHL,41,2003-04,21,20
60,Manchester Monarchs,63,25,109,AHL,79,2004-05,22,46
4,Canada,4,-2,5,WC-A,8,2005-06,23,1
6,Canada,3,1,7,WC-A,9,2006-07,24,4
