average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
14:05,0,8,2,0,0,NHL,20,0,0,22,-4,40,0,3,0,2,0,3,0,2002-03,LAK,5,0,3,0,12.5,394,28,[]
13:18,0,15,2,0,0,NHL,21,3,0,20,1,53,0,7,0,2,0,3,0,2003-04,LAK,9,0,6,0,17.0,412,31,[]
16:45,0,55,4,0,0,NHL,23,9,0,50,-14,206,0,11,0,15,1,19,0,2005-06,LAK,26,0,29,0,12.6,1340,80,[]
18:03,0,80,5,0,0,NHL,24,25,0,48,5,299,0,18,0,16,0,21,0,2006-07,LAK,34,0,46,0,11.4,1462,81,[]
18:35,390,47,1,0,14,NHL,25,19,206,30,-16,210,54.4,9,173,10,0,9,15,2007-08,LAK,19,31,28,54,9.0,1170,63,[]
17:33,401,82,6,0,18,NHL,26,28,217,44,-2,255,60.3,20,143,19,0,15,32,2008-09,CGY,39,21,43,56,15.3,1422,81,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-20'}, {'link': '/awards/voting-2009.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-64'}]"
19:31,376,50,4,0,27,NHL,27,13,26,16,7,218,51.0,22,25,4,0,11,34,2009-10,MTL,26,18,24,46,11.9,1269,65,"[{'link': '/awards/voting-2010.html#byng', 'name': 'Byng-45'}]"
18:29,343,47,2,0,19,NHL,28,14,33,33,2,193,44.6,12,41,7,0,14,23,2010-11,MTL,19,17,28,31,9.8,1238,67,[]
18:07,281,41,4,0,19,NHL,29,12,104,26,-10,175,45.6,17,124,3,0,9,25,2011-12,TOT,20,17,21,39,11.4,1195,66,[]
17:49,183,22,2,0,9,NHL,29,8,10,10,-6,111,34.5,8,19,1,0,5,12,2011-12,MTL,9,7,13,24,8.1,677,38,[]
18:30,98,19,2,0,10,NHL,29,4,94,16,-4,64,47.2,9,105,2,0,4,13,2011-12,CGY,11,10,8,15,17.2,518,28,[]
18:03,192,32,3,0,9,NHL,30,9,253,25,-15,102,51.0,8,243,5,0,10,22,2012-13,CGY,13,20,19,15,12.7,794,44,[]
19:51,343,45,8,0,29,NHL,31,11,88,26,-13,191,46.1,20,103,6,0,8,30,2013-14,CGY,26,26,19,42,13.6,1250,63,[]
18:20,261,42,8,2,19,NHL,32,13,114,28,2,156,42.1,16,157,9,0,2,30,2014-15,NJD,27,29,15,34,17.3,1247,68,[]
19:17,153,38,1,0,13,NHL,33,17,7,18,15,101,50.0,11,7,3,0,7,19,2015-16,NJD,14,15,24,24,13.9,810,42,[]
17:21,244,31,3,0,14,NHL,34,12,17,21,-9,142,60.7,9,11,1,0,9,24,2016-17,NJD,10,44,21,32,7.0,1059,61,[]
