goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
-0.1,0,NHL,2,QUE,120,20,1,0,0,14,0,0,1,0,0,0,0,0,0,0,1981-82,0,7.00,0,[],0
1.4,0,NHL,15,QUE,900,21,5,0,0,71,0,0,2,0,8,0,0,0,0,0,1982-83,0,4.73,0,[],0
2.8,0,NHL,23,QUE,1215,22,9,107,1,80,0,-5.23,2,0,10,1,0,0,0,.865,1983-84,591,3.95,9,[],511
9.2,0,NHL,46,QUE,2657,24,12,83,2,142,0,28.73,4,4,26,2,0,0,0,.895,1985-86,1358,3.21,21,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1986.html#byng', 'name': 'Byng-20'}, {'link': '/awards/voting-1986.html#vezina', 'name': 'Vezina-4'}]",1216
8.7,0,NHL,54,QUE,3092,25,26,96,2,175,0,6.38,0,1,18,2,0,0,0,.884,1986-87,1512,3.40,37,[],1337
7.8,0,NHL,54,WSH,2926,26,20,96,2,154,0,7.02,4,0,24,2,0,0,0,.885,1987-88,1340,3.16,10,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1988.html#vezina', 'name': 'Vezina-10'}]",1186
7.0,0,NHL,49,TOT,2754,27,19,99,1,154,0,1.21,8,2,19,1,0,0,0,.880,1988-89,1287,3.36,18,[],1133
5.9,0,NHL,42,WSH,2428,27,18,102,1,141,0,-2.92,7,1,16,1,0,0,0,.877,1988-89,1145,3.48,16,[],1004
1.1,0,NHL,7,BUF,326,27,1,0,0,13,0,0,1,1,3,0,0,0,0,.908,1988-89,142,2.39,2,[],129
6.4,0,NHL,29,BUF,1596,28,11,82,2,89,0,19.64,2,0,14,2,0,0,0,.903,1989-90,914,3.35,14,[],825
6.4,0,NHL,37,BUF,2131,29,14,96,4,119,0,5.24,10,1,12,4,0,0,0,.891,1990-91,1090,3.35,19,[],971
4.8,0,NHL,29,BUF,1639,30,13,101,0,102,0,-1.01,3,0,10,0,0,0,0,.887,1991-92,903,3.73,6,[],801
