shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
1,,C,13.3,30,233,21,0,22,5,31,51,Tom Lysiak,7.0,1.3,82,9,60,,80,2,5.7,21,/players/l/lysiato01.html
0,,LW,15.4,20,221,26,1,27,8,34,31,Curt Bennett,5.8,1.3,65,8,61,,80,1,4.5,10,/players/b/bennecu01.html
0,,RW,11.3,19,168,17,0,25,3,19,30,Hilliard Graves,3.4,1.3,49,2,16,,80,3,2.0,11,/players/g/gravehi01.html
0,,LW,14.0,16,171,13,0,24,2,24,24,Claude St. Sauveur,3.5,1.1,48,11,23,,79,-6,2.4,8,/players/s/stsaucl01.html
0,,LW,12.6,22,127,14,0,22,1,16,31,Eric Vail,3.6,1.2,47,2,34,,60,7,2.5,9,/players/v/vailer01.html
2,,RW,13.5,17,171,20,0,32,3,23,17,Bill Flett,3.2,1.5,40,1,30,,78,9,1.7,0,/players/f/flettbi01.html
0,,LW,12.5,23,120,14,0,24,2,15,25,Dave Kryskow,2.1,1.1,40,1,65,,79,-6,1.0,2,/players/k/kryskda01.html
0,,C,13.7,20,124,16,1,27,2,17,22,Rey Comeau,2.6,1.5,39,1,42,,79,9,1.1,1,/players/c/comeare01.html
0,,D,5.0,21,139,4,0,27,3,7,32,Randy Manery,7.1,5.0,39,3,42,,80,2,2.1,11,/players/m/manerra01.html
0,,RW,14.5,14,110,10,0,26,2,16,19,Larry Romanchych,2.1,0.8,35,6,8,,67,-7,1.2,5,/players/r/romanla01.html
0,,D,6.4,17,125,7,1,27,0,8,21,Barry Gibbs,6.2,4.7,29,1,92,,76,1,1.5,3,/players/g/gibbsba01.html
1,,C,18.3,12,71,10,1,25,3,13,14,Bill Clement,2.5,0.6,27,2,29,,31,3,1.9,1,/players/c/clemebi01.html
0,,D,6.4,15,125,7,0,28,0,8,19,Ed Kea,7.3,6.0,27,1,101,,78,21,1.3,4,/players/k/keaed01.html
0,,C,9.9,17,71,5,0,29,1,7,20,Gerry Meehan,1.4,0.7,27,2,8,,48,-1,0.7,3,/players/m/meehage01.html
1,,RW,5.1,17,117,4,2,28,0,6,21,Tim Ecclestone,1.0,1.3,27,1,30,,69,7,-0.3,2,/players/e/eccleti01.html
1,,D,3.2,14,126,2,1,24,0,4,15,Larry Carriere,5.2,4.9,19,1,96,,75,5,0.4,0,/players/c/carrila01.html
0,,D,7.8,5,51,3,0,23,0,4,9,Jean Lemieux,3.0,2.3,13,1,10,,33,4,0.7,4,/players/l/lemieje01.html
1,,D,3.4,11,58,1,0,33,0,2,11,Pat Quinn,4.8,5.2,13,0,134,,80,5,-0.4,0,/players/q/quinnpa01.html
0,,RW,10.2,6,49,4,0,22,0,5,6,Ken Houston,0.2,0.5,11,1,11,,38,-3,-0.3,0,/players/h/houstke01.html
0,,C,7.7,3,26,1,0,34,0,2,3,Bobby Leiter,-0.1,0.4,5,1,4,,26,0,-0.6,0,/players/l/leitebo01.html
0,,C,0.0,2,8,0,0,19,0,0,2,Guy Chouinard,0.1,0.1,2,0,2,,4,2,0.0,0,/players/c/chouigu01.html
0,,D,5.9,0,17,0,0,20,0,1,0,Richard Mulhern,0.2,0.3,1,1,4,,12,-8,-0.1,0,/players/m/mulheri01.html
0,,RW,,1,0,0,0,21,0,0,1,Cam Botting,0.1,0.1,1,0,0,,2,1,0.0,0,/players/b/bottica01.html
0,,G,,0,0,0,0,25,0,0,1,Dan Bouchard,10.4,0.0,1,0,10,,47,0,0.0,0,/players/b/bouchda01.html
0,,C,0.0,1,1,0,0,24,0,0,1,Rich Lemieux,0.1,0.1,1,0,0,,1,2,0.0,0,/players/l/lemieri01.html
0,,G,,0,0,0,0,27,0,0,1,Phil Myre,5.5,0.0,1,0,0,,37,0,0.0,0,/players/m/myreph01.html
0,,RW,0.0,0,6,0,0,21,0,0,0,Rick Bowness,-0.3,-0.1,0,0,0,,5,-5,-0.2,0,/players/b/bowneri01.html
0,,RW,0.0,0,1,0,0,25,0,0,0,Buster Harvey,0.0,0.0,0,0,0,,1,0,0.0,0,/players/h/harvebu01.html
0,,RW,0.0,0,5,0,0,20,0,0,0,Willi Plett,-0.1,0.1,0,0,0,,4,0,-0.2,0,/players/p/plettwi01.html
0,,D,0.0,0,1,0,0,40,0,0,0,Noel Price,0.1,0.2,0,0,2,,3,0,-0.1,0,/players/p/priceno01.html
0,,D,,0,0,0,0,21,0,0,0,Pat Ribble,0.1,0.2,0,0,0,,3,0,-0.1,0,/players/r/ribblpa01.html
