assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
45,2,19,20,,4.0,0.8,15,,21,C,4.9,24,ATF,/players/l/lysiato01.html,0,54,4,-15,Tom Lysiak,8.8,1974,64,0,77,216
26,4,26,32,,3.5,1.2,16,,12,C,4.7,14,ATF,/players/l/leitebo01.html,0,10,10,-4,Bobby Leiter,14.6,1974,52,0,78,178
29,4,22,24,,3.3,1.0,15,,7,RW,4.3,22,ATF,/players/r/romanla01.html,0,33,7,-7,Larry Romanchych,13.8,1974,51,0,73,159
16,1,27,21,,2.8,0.8,20,,8,RW,3.6,8,ATF,/players/r/richaja01.html,0,45,7,-18,Jacques Richard,10.0,1974,43,0,78,270
24,1,17,25,,2.1,1.3,16,,4,LW,3.4,20,ATF,/players/b/bennecu01.html,0,34,1,3,Curt Bennett,12.5,1974,41,0,71,136
19,4,18,33,,1.6,1.1,16,,0,LW,2.7,19,ATF,/players/m/mccreke01.html,0,62,2,-6,Keith McCreary,16.5,1974,37,0,76,109
29,1,8,25,,2.4,5.9,6,,13,D,8.3,16,ATF,/players/m/manerra01.html,0,75,2,15,Randy Manery,4.2,1974,37,0,78,189
23,4,11,25,,0.6,0.9,10,,2,C,1.5,21,ATF,/players/c/comeare01.html,0,16,0,-15,Rey Comeau,8.5,1974,34,1,78,130
15,3,18,23,,1.3,1.4,15,,2,LW,2.7,13,ATF,/players/s/stewajo01.html,0,41,3,3,John Stewart,12.6,1974,33,0,74,143
27,1,5,31,,1.7,5.9,5,,0,D,7.5,27,ATF,/players/q/quinnpa01.html,0,94,0,15,Pat Quinn,5.4,1974,32,0,77,93
12,1,10,34,,0.4,0.6,9,,0,RW,1.0,12,ATF,/players/r/rochele01.html,0,13,1,-12,Leon Rochefort,9.3,1974,22,0,56,107
9,1,10,23,,1.1,0.5,7,,5,RW,1.5,4,ATF,/players/m/mcdonal01.html,0,15,3,-4,Al McDonough,9.3,1974,19,0,35,108
6,1,7,22,,0.3,0.6,7,,2,RW,0.9,4,ATF,/players/a/arnasch01.html,0,13,0,1,Chuck Arnason,11.3,1974,13,0,33,62
13,0,0,38,,-0.1,3.2,0,,1,D,3.1,12,ATF,/players/p/priceno01.html,0,38,0,-11,Noel Price,0.0,1974,13,0,62,93
9,1,2,20,,0.2,0.5,0,,2,LW,0.6,7,ATF,/players/v/vailer01.html,0,30,2,2,Eric Vail,4.5,1974,11,0,23,44
5,0,3,21,,0.3,1.8,1,,3,D,2.1,2,ATF,/players/l/lemieje01.html,0,6,2,-4,Jean Lemieux,5.2,1974,8,0,32,58
6,0,2,32,,-0.1,2.2,2,,0,D,2.1,6,ATF,/players/b/brownar01.html,0,29,0,-14,Arnie Brown,3.4,1974,8,0,48,58
1,1,6,23,,-0.7,0.8,6,,0,LW,0.1,1,ATF,/players/d/deadmbu01.html,0,89,0,1,Butch Deadmarsh,12.2,1974,7,0,42,49
4,0,2,32,,-1.0,0.7,2,,0,C,-0.3,4,ATF,/players/h/hextabr02.html,0,55,0,0,Bryan Hextall,5.1,1974,6,0,40,39
4,0,1,25,,-1.7,0.9,1,,0,RW,-0.8,4,ATF,/players/m/morrile01.html,0,0,0,-1,Lew Morrison,3.2,1974,5,0,52,31
3,0,0,40,,-0.3,1.3,0,,0,D,1.0,3,ATF,/players/m/mohnsdo01.html,0,10,0,-7,Doug Mohns,0.0,1974,3,0,28,25
3,0,0,25,,-1.0,2.7,0,,0,D,1.7,3,ATF,/players/m/murrabo01.html,0,34,0,-20,Bob Murray,0.0,1974,3,0,62,67
2,0,0,26,,0.1,0.3,0,,0,D,0.4,2,ATF,/players/k/keaed01.html,0,0,0,2,Ed Kea,0.0,1974,2,0,3,3
1,0,0,29,,-0.3,0.7,0,,0,D,0.4,1,ATF,/players/p/paradbo01.html,0,13,0,-7,Bob Paradise,0.0,1974,1,0,18,8
0,0,0,21,,-0.2,0.3,0,,0,D,0.1,0,ATF,/players/b/bialodw01.html,0,2,0,-6,Dwight Bialowas,0.0,1974,0,0,11,3
0,0,0,23,,0.0,0.0,0,,0,G,8.8,0,ATF,/players/b/bouchda01.html,0,10,0,0,Dan Bouchard,,1974,0,0,46,0
0,0,0,21,,-0.2,0.0,0,,0,RW,-0.2,0,ATF,/players/m/martido01.html,0,2,0,-3,Don Martineau,0.0,1974,0,0,4,3
0,0,0,25,,0.0,0.0,0,,0,G,5.0,0,ATF,/players/m/myreph01.html,0,4,0,0,Phil Myre,,1974,0,0,36,0
