offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
4.7,Tom Lysiak,24,0,-3,12.6,24,215,42,C,5.5,69,80,8,0.8,5,3,,0,27,34,,54
4.2,Guy Chouinard,17,0,8,19.2,21,146,30,C,5.2,58,73,12,1.1,1,11,,0,28,18,,8
3.4,Eric Vail,14,0,3,12.4,24,178,36,LW,4.4,58,79,13,1.0,6,8,,0,22,23,,16
3.1,Harold Phillipoff,15,0,27,12.9,21,132,36,LW,4.7,53,67,3,1.6,2,2,,0,17,33,,128
4.8,Bob MacMillan,26,0,28,20.9,25,148,21,LW,6.3,52,52,7,1.4,3,5,,0,31,14,,26
3.0,Bill Clement,16,3,18,19.0,27,105,30,C,4.3,50,70,6,1.3,4,1,,0,20,24,,34
2.3,John Gould,17,0,7,14.3,28,133,28,LW,3.4,47,79,7,1.1,4,2,,1,19,20,,21
2.2,Willi Plett,20,0,-6,11.5,22,191,21,RW,2.9,43,78,4,0.7,3,2,,0,22,17,,171
2.0,Ken Houston,20,0,4,15.0,24,147,16,RW,2.9,38,74,0,0.9,2,2,,0,22,16,,51
1.3,Bobby Lalonde,14,0,5,14.9,26,94,23,C,2.2,37,73,6,1.0,0,0,,0,14,17,,28
0.3,Rey Comeau,9,1,0,8.8,29,114,22,C,1.1,32,79,0,0.9,1,0,,0,10,22,,20
1.7,Richard Mulhern,9,0,11,7.2,22,125,23,D,6.2,32,79,3,4.5,1,0,,0,9,20,,47
1.1,Ed Kea,3,0,25,3.8,30,78,23,D,5.6,26,60,2,4.4,0,0,,1,3,20,,40
0.5,Dave Shand,2,0,23,2.4,21,83,23,D,5.8,25,80,1,5.3,0,0,,0,2,22,,94
0.2,Miles Zaharko,1,0,-13,1.9,20,54,19,D,2.8,20,71,0,2.6,0,0,,0,1,19,,26
0.1,Bobby Simpson,10,0,0,11.0,21,91,8,LW,0.7,18,55,1,0.6,1,0,,0,10,7,,49
1.2,Dick Redmond,2,0,12,8.1,28,86,11,D,3.9,18,42,3,2.8,1,5,,0,7,8,,16
0.1,Pat Ribble,4,0,4,4.7,23,106,12,D,4.2,17,80,0,4.1,0,1,,0,5,12,,68
0.1,Curt Bennett,3,0,-4,6.8,29,44,7,LW,0.2,10,25,0,0.2,0,0,,0,3,7,,10
0.0,Barry Gibbs,1,0,-2,2.4,29,42,5,D,1.2,6,27,0,1.2,0,0,,0,1,5,,24
0.0,Greg Fox,0,0,5,6.7,24,15,2,D,1.1,3,16,0,1.1,0,1,,0,1,2,,25
0.0,Dan Bouchard,0,0,0,,27,0,3,G,11.6,3,58,0,0.0,0,0,,0,0,0,,6
-0.3,Tim Ecclestone,0,0,1,0.0,30,11,2,RW,-0.1,2,11,0,0.2,0,0,,0,0,2,,2
0.0,Yves Belanger,0,0,0,,25,0,1,G,2.2,1,17,0,0.0,0,0,,0,0,0,,0
0.0,Phil Myre,0,0,0,,29,0,0,G,0.2,0,9,0,0.0,0,0,,0,0,0,,2
