goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1911-12,30,360,1,0,0,0,0,0,Berlin Union Jacks,0,0,0,5.00,16,OHA-Jr.,0,0,6,0,2,3
0,0,0,1912-13,35,480,1,0,0,0,0,0,Berlin City Seniors,1,0,0,4.37,17,OHA-Sr.,0,0,8,0,4,3
0,0,0,1913-14,31,590,1,0,0,0,0,0,Berlin City Seniors,1,0,0,3.15,18,OHA-Sr.,0,0,9,0,7,1
0,0,0,1914-15,19,240,1,0,0,0,0,0,Berlin City Seniors,1,0,0,4.75,19,OHA-Sr.,0,0,4,0,2,1
0,0,0,1915-16,18,280,0,0,0,0,0,0,Berlin City Seniors,0,0,0,3.86,20,OHA-Sr.,0,0,4,0,2,2
0,0,0,1917-18,10,298,1,0,0,0,0,0,Kitchener Greenshirts,1,0,0,2.01,22,OHA-Sr.,0,0,5,0,3,1
0,0,0,1919-20,6,150,1,0,0,0,0,0,Kitchener Greenshirts,0,0,0,2.40,24,OHA-Sr.,0,0,2,0,0,1
0,0,0,1920-21,6,60,0,0,0,0,0,0,Kitchener Greenshirts,0,0,0,6.00,25,OHA-Sr.,0,0,1,0,0,1
0,0,0,1924-25,6,120,1,0,0,0,0,0,Saskatoon Crescents,0,0,0,3.00,29,WCHL,0,0,2,0,0,1
0,0,0,1925-26,4,129,1,0,0,0,0,0,Saskatoon Crescents,0,0,0,1.86,30,WHL,0,0,2,0,0,1
