goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1911-12,13,240,0,0,0,0,0,0,Berlin Union Jacks,0,0,0,3.25,16,OHA-Jr.,0,0,4,0,3,1
0,0,0,1912-13,12,240,0,0,0,0,0,0,Berlin City Seniors,1,0,0,3.00,17,OHA-Sr.,0,0,4,0,3,1
0,0,0,1913-14,11,420,0,0,0,0,0,0,Berlin City Seniors,0,0,0,1.57,18,OHA-Sr.,0,0,7,0,7,0
0,0,0,1914-15,9,300,0,0,0,0,0,0,Berlin City Seniors,1,0,0,1.80,19,OHA-Sr.,0,0,5,0,5,0
0,0,0,1915-16,18,480,0,0,0,0,0,0,Berlin City Seniors,1,0,0,2.25,20,OHA-Sr.,0,0,8,0,8,0
0,0,0,1917-18,31,540,0,0,0,0,0,0,Kitchener Greenshirts,0,0,0,3.44,22,OHA-Sr.,0,0,9,0,9,0
0,0,0,1918-19,28,570,1,0,0,0,0,0,Kitchener Greenshirts,0,0,0,2.95,23,OHA-Sr.,0,0,9,0,5,3
0,0,0,1919-20,16,480,0,0,0,0,0,0,Kitchener Greenshirts,1,0,0,2.00,24,OHA-Sr.,0,0,8,0,6,2
0,0,0,1920-21,22,600,0,0,0,0,0,0,Kitchener Greenshirts,3,0,0,2.20,25,OHA-Sr.,0,0,10,0,7,3
0,0,0,1921-22,38,600,0,0,0,0,0,0,Kitchener Greenshirts,1,0,0,3.80,26,OHA-Sr.,0,0,10,0,3,7
0,0,0,1922-23,32,720,0,0,0,0,0,0,Kitchener Greenshirts,1,0,0,2.67,27,OHA-Sr.,0,0,12,0,8,4
0,0,0,1923-24,73,1871,3,0,0,0,0,0,Saskatoon Crescents,4,0,0,2.34,28,WCHL,0,0,30,0,15,12
0,0,0,1924-25,75,1698,1,0,0,0,0,0,Saskatoon Crescents,2,0,0,2.65,29,WCHL,0,0,28,0,16,11
0,0,0,1925-26,64,1821,1,0,0,0,0,0,Saskatoon Crescents,4,0,0,2.11,30,WHL,0,0,30,0,18,11
