age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,5.6,2,7,6,NHL,19,0,1991-92,0,36,2,,0,4,,PIT,9
23,,14.3,3,2,0,NHL,12,0,1992-93,1,21,3,,0,10,,PIT,5
24,,10.0,1,0,-2,NHL,6,0,1993-94,0,10,1,,0,2,,PIT,1
25,,0.0,0,2,-2,NHL,11,0,1994-95,0,12,0,,0,8,,PIT,2
26,,28.6,2,1,-2,NHL,5,0,1995-96,0,7,2,,0,8,,BOS,3
27,,9.5,1,0,-1,NHL,7,0,1996-97,0,21,2,,1,8,,OTT,2
28,,0.0,0,4,-6,NHL,11,0,1997-98,0,27,0,,0,8,,OTT,4
29,,18.2,1,0,1,NHL,4,0,1998-99,0,11,2,21:51,1,6,87,OTT,2
30,,0.0,0,3,0,NHL,6,0,1999-00,0,14,0,18:08,0,4,109,OTT,3
31,,0.0,0,2,1,NHL,4,0,2000-01,0,8,0,20:49,0,2,83,OTT,2
32,,0.0,0,4,3,NHL,12,0,2001-02,0,15,0,16:59,0,2,204,OTT,4
