game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
2,17.1,0,35,0,23,373,0,6,2015-16,12,0,6,6,SJS,,4,66,NHL
0,0.0,-3,5,0,24,66,5,2,2016-17,2,0,0,0,SJS,,0,12,NHL
