assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1919-20,5,10,5,Ottawa Munitions,21,0,0,OCHL
1,1920-21,1,1,0,Ottawa Munitions,22,0,0,OCHL
0,1922-23,3,1,1,Ottawa St. Pats,24,0,0,OCHL
0,1922-23,7,4,4,Ottawa St. Pats,24,2,0,Al-Cup
0,1923-24,2,1,1,Ottawa Montagnards,25,0,0,OCHL
1,1923-24,4,3,2,Ottawa Montagnards,25,0,0,Al-Cup
0,1924-25,3,1,1,Ottawa Montagnards,26,0,0,OCHL
1,1924-25,4,1,0,Ottawa Montagnards,26,8,0,Al-Cup
0,1926-27,4,1,1,London Panthers,28,6,0,Can-Pro
