assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1917-18,16,9,9,Ottawa St. Brigid\'s,19,9,0,OCHL
1,1918-19,7,4,3,Ottawa Munitions,20,3,0,OCHL
0,1919-20,8,8,8,Ottawa Munitions,21,0,0,OCHL
0,1920-21,8,8,8,Ottawa Munitions,22,0,0,OCHL
6,1921-22,13,14,8,Ottawa Munitions,23,6,0,OCHL
1,1922-23,14,4,3,Ottawa St. Pats,24,0,0,OCHL
0,1923-24,12,3,3,Ottawa Montagnards,25,0,0,OCHL
1,1924-25,16,4,3,Ottawa Montagnards,26,0,0,OCHL
0,1925-26,1,0,0,Ottawa Canadians,27,0,0,OCHL
1,1926-27,32,5,4,London Panthers,28,38,0,Can-Pro
0,1927-28,34,3,3,London Panthers,29,32,0,Can-Pro
1,1928-29,42,3,2,Niagara Falls Cataracts,30,53,0,Can-Pro
