year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,18,0,10,0,0,WHL,4,Red Deer Rebels,0
1993-94,19,1,14,0,0,WHL,4,Red Deer Rebels,1
1995-96,21,2,8,0,0,ECHL,3,Hampton Roads Admirals,2
1995-96,21,2,11,3,0,AHL,5,Portland Pirates,5
1997-98,23,0,0,1,0,AHL,1,Portland Pirates,1
1998-99,24,0,2,0,0,IHL,2,Fort Wayne Komets,0
1999-00,25,3,10,4,0,AHL,10,Hamilton Bulldogs,7
2000-01,26,0,14,0,0,AHL,5,Syracuse Crunch,0
2001-02,27,1,8,5,0,AHL,15,Hamilton Bulldogs,6
2003-04,29,7,24,1,0,Austria,8,EC VSV Villach,8
