assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1991-92,2,4,3,Brynas IF Gavle Jr.,19,2,0,Swe-Jr.
1,1991-92,2,1,0,Brynas IF Gavle,19,4,0,Sweden
5,1992-93,10,9,4,Brynas IF Gavle,20,2,0,Sweden
2,1993-94,7,4,2,Brynas IF Gavle,21,8,0,Sweden
3,1994-95,14,6,3,Brynas IF Gavle,22,14,0,Sweden
6,1995-96,10,15,9,Brynas IF Gavle,23,12,0,Sweden
0,2005-06,4,0,0,Brynas IF Gavle,33,2,0,Sweden
7,2006-07,7,9,2,Brynas IF Gavle,34,4,0,Sweden
1,2008-09,4,1,0,Brynas IF Gavle,36,4,0,Sweden
1,2009-10,5,1,0,Brynas IF Gavle,37,6,0,Sweden
1,2011-12,6,1,0,Brynas IF Gavle,39,25,0,Sweden
