assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1990-91,3,1,0,Brynas IF Gavle,18,2,0,Sweden
24,1991-92,26,41,17,Brynas IF Gavle Jr.,19,42,0,Swe-Jr.
0,1991-92,4,0,0,Brynas IF Gavle,19,2,0,Sweden
15,1992-93,40,27,12,Brynas IF Gavle,20,12,0,Sweden
17,1993-94,38,29,12,Brynas IF Gavle,21,47,0,Sweden
0,1993-94,4,0,0,Sweden,21,0,0,Olympics
2,1993-94,7,4,2,Sweden,21,25,0,WC-A
16,1994-95,39,33,17,Brynas IF Gavle,22,34,0,Sweden
4,1994-95,8,7,3,Sweden,22,4,0,WC-A
22,1995-96,40,47,25,Brynas IF Gavle,23,79,0,Sweden
1,1995-96,6,1,0,Sweden,23,0,0,WC-A
13,2004-05,40,22,9,Brynas IF Gavle,32,48,0,Sweden
6,2004-05,10,8,2,Brynas IF Gavle,32,8,0,Sweden-Q
14,2005-06,40,20,6,Brynas IF Gavle,33,22,0,Sweden
21,2006-07,54,28,7,Brynas IF Gavle,34,67,0,Sweden
18,2007-08,54,25,7,Brynas IF Gavle,35,40,0,Sweden
27,2008-09,55,40,13,Brynas IF Gavle,36,44,0,Sweden
24,2009-10,48,33,9,Brynas IF Gavle,37,26,0,Sweden
25,2010-11,53,36,11,Brynas IF Gavle,38,26,0,Sweden
5,2011-12,16,9,4,Brynas IF Gavle,39,6,0,Sweden
