giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,75,1,24,0,0,60,10,0,0,1247,STL,0,0,[],3.3,2,8,-4,2,0,0,2000-01,0,16:38,0,69,0,8
0,NHL,66,2,25,0,0,37,12,0,0,1117,STL,0,0,[],13.5,4,7,3,5,0,0,2001-02,0,16:55,1,78,0,7
0,NHL,71,0,26,0,0,73,10,0,0,1346,STL,0,0,[],2.7,1,8,7,2,0,0,2002-03,0,18:57,1,95,0,8
0,NHL,69,1,27,0,0,60,8,0,1,1206,STL,0,0,[],5.0,3,5,-4,3,0,0,2003-04,0,17:29,0,47,0,4
0,NHL,46,0,29,0,0,23,5,0,1,911,STL,0,0,[],4.3,1,4,-24,1,0,0,2005-06,0,19:48,0,26,1,2
0,NHL,64,0,30,0,0,40,7,0,0,1263,STL,0,0,[],5.0,2,5,-5,2,0,0,2006-07,0,19:44,0,55,0,5
26,NHL,64,1,31,1,68,29,11,75,0,1267,TOT,19,0.0,[],3.4,1,10,12,1,0,0,2007-08,104,19:48,0,54,1,9
21,NHL,56,1,31,1,60,29,11,61,0,1100,STL,17,0.0,[],3.4,1,10,12,1,0,0,2007-08,91,19:38,0,43,1,9
5,NHL,8,0,31,0,8,0,0,14,0,167,NJD,2,0,[],0,0,0,0,0,0,0,2007-08,13,20:54,0,11,0,0
28,NHL,76,2,32,0,155,68,16,121,0,1481,NJD,16,100.0,[],4.4,3,13,-1,3,1,0,2008-09,147,19:29,0,78,2,11
33,NHL,79,2,33,0,106,47,14,95,0,1490,NJD,17,0,[],8.5,4,10,8,4,0,0,2009-10,109,18:52,0,57,1,9
44,NHL,82,0,35,0,115,52,9,106,0,1657,NJD,20,0,[],0.0,0,9,18,0,0,0,2011-12,107,20:13,0,66,1,8
22,NHL,39,0,36,0,81,29,2,36,0,832,NJD,11,0,[],0.0,0,2,-12,0,0,0,2012-13,79,21:20,0,22,0,2
21,NHL,40,0,37,0,71,24,4,47,0,812,NJD,12,0,[],4.2,1,3,-2,1,0,0,2013-14,50,20:18,0,29,0,3
7,NHL,15,0,38,0,27,13,2,22,0,278,NJD,1,0,[],0.0,0,2,-5,0,0,0,2014-15,19,18:30,0,20,0,2
