average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,0,0,0,0,0,0,1959-60,NYR,0,0,[],0,,3
,3,0,0,NHL,22,0,8,0,0,0,0,0,0,1960-61,NYR,1,2,[],0,,13
,15,0,0,NHL,23,0,11,0,0,0,0,0,0,1961-62,NYR,4,11,[],0,,30
,24,0,0,NHL,24,0,72,0,0,0,0,0,0,1962-63,NYR,11,13,[],0,,0
,42,2,0,NHL,25,0,80,0,0,17,7,0,0,1963-64,MTL,24,18,[],0,,70
,41,5,0,NHL,26,0,61,0,0,17,1,0,0,1964-65,MTL,18,23,[],0,,63
,10,1,0,NHL,27,0,24,0,0,3,0,0,0,1965-66,MTL,3,7,[],0,,45
,19,5,0,NHL,28,0,31,0,0,11,0,0,0,1966-67,MTL,11,8,[],0,,48
,47,2,1,NHL,29,26,84,-10,152,10,4,0,6,1967-68,MNS,15,32,[],9.9,,73
,31,3,2,NHL,30,18,57,5,134,7,1,0,3,1968-69,NYR,10,21,[],7.5,,75
,70,3,1,NHL,31,31,100,40,202,28,4,1,5,1969-70,NYR,33,37,[],16.3,,0
,60,7,0,NHL,32,21,34,14,176,27,9,0,3,1970-71,NYR,36,24,[],20.5,,78
,47,4,0,NHL,33,16,23,-10,133,16,7,0,8,1971-72,TOT,23,24,[],17.3,,75
,9,1,0,NHL,33,5,2,5,30,3,1,0,0,1971-72,NYR,4,5,[],13.3,,16
,38,3,0,NHL,33,11,21,-15,103,13,6,0,8,1971-72,VAN,19,19,[],18.4,,59
,5,0,0,NHL,34,1,22,-16,23,2,1,0,1,1972-73,VAN,3,2,[],13.0,,57
,0,0,0,WHA,35,0,2,0,0,0,0,0,0,1973-74,QBN,0,0,[],0,,9
