pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kamloops Rockets,22,0,44,BCJHL,28,1972-73,17,22
0,Calgary Centennials,12,0,22,WCJHL,36,1972-73,17,10
52,Calgary Centennials,38,0,68,WCJHL,68,1973-74,18,30
71,Calgary Centennials,68,0,120,WCJHL,70,1974-75,19,52
36,Oklahoma City Blazers,14,0,23,CHL,26,1975-76,20,9
0,Dallas Black Hawks,0,0,1,CHL,3,1976-77,21,1
15,Dallas Black Hawks,28,0,42,CHL,48,1977-78,22,14
9,New Brunswick Hawks,5,0,7,AHL,13,1978-79,23,2
18,Fort Worth Texans,27,0,54,CHL,45,1979-80,24,27
46,Wichita Wind,60,0,96,CHL,70,1980-81,25,36
