assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1994-95,13,5,3,HV 71 Jonkoping,19,0,0,Sweden
2,1995-96,4,2,0,HV 71 Jonkoping,20,0,0,Sweden
3,1996-97,5,3,0,HV 71 Jonkoping,21,2,0,Sweden
10,1997-98,9,13,3,HIFK Helsinki,22,0,0,Finland
3,2001-02,8,5,2,HV 71 Jonkoping,26,2,0,Sweden
3,2002-03,7,3,0,HV 71 Jonkoping,27,2,0,Sweden
12,2003-04,19,17,5,HV 71 Jonkoping,28,6,0,Sweden
7,2005-06,12,8,1,HV 71 Jonkoping,30,4,0,Sweden
7,2006-07,14,9,2,HV 71 Jonkoping,31,2,0,Sweden
12,2007-08,17,20,8,HV 71 Jonkoping,32,2,0,Sweden
7,2008-09,14,10,3,HV 71 Jonkoping,33,2,0,Sweden
12,2009-10,16,16,4,HV 71 Jonkoping,34,6,0,Sweden
1,2010-11,4,2,1,HV 71 Jonkoping,35,2,0,Sweden
1,2011-12,6,2,1,HV 71 Jonkoping,36,4,0,Sweden
3,2012-13,5,3,0,HV 71 Jonkoping,37,0,0,Sweden
