assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1992-93,8,1,1,HV 71 Jonkoping,17,0,0,Sweden
3,1992-93,6,4,1,Sweden,17,4,0,EJC-A
3,1993-94,5,5,2,HV 71 Jonkoping Jr.,18,0,0,Swe-Jr.
5,1993-94,38,7,2,HV 71 Jonkoping,18,4,0,Sweden
7,1993-94,5,12,5,Sweden,18,0,0,EJC-A
4,1993-94,6,5,1,Sweden,18,6,0,WJC-A
1,1994-95,3,5,4,HV 71 Jonkoping Jr.,19,0,0,Swe-Jr.
7,1994-95,37,11,4,HV 71 Jonkoping,19,20,0,Sweden
2,1994-95,7,6,4,Sweden,19,2,0,WJC-A
11,1995-96,39,18,7,HV 71 Jonkoping,20,20,0,Sweden
6,1995-96,7,9,3,Sweden,20,4,0,WJC-A
21,1996-97,50,39,18,HV 71 Jonkoping,21,18,0,Sweden
30,1997-98,43,40,10,HIFK Helsinki,22,8,0,Finland
6,1998-99,9,7,1,Cincinnati Mighty Ducks,23,2,-2,AHL
31,1999-00,56,40,9,Cincinnati Mighty Ducks,24,24,-3,AHL
17,2000-01,35,29,12,Blues Espoo,25,34,0,Finland
27,2001-02,50,40,13,HV 71 Jonkoping,26,24,0,Sweden
1,2001-02,7,2,1,Sweden,26,2,4,WC-A
26,2002-03,50,42,16,HV 71 Jonkoping,27,4,0,Sweden
1,2002-03,9,1,0,Sweden,27,4,0,WC-A
24,2003-04,49,38,14,HV 71 Jonkoping,28,8,0,Sweden
0,2003-04,7,0,0,Sweden,28,0,2,WC-A
26,2004-05,50,38,12,HV 71 Jonkoping,29,2,0,Sweden
22,2005-06,50,36,14,HV 71 Jonkoping,30,16,0,Sweden
31,2006-07,55,46,15,HV 71 Jonkoping,31,22,0,Sweden
7,2006-07,9,14,7,Sweden,31,2,0,WC-A
34,2007-08,47,43,9,HV 71 Jonkoping,32,18,0,Sweden
37,2008-09,55,50,13,HV 71 Jonkoping,33,24,0,Sweden
46,2009-10,55,58,12,HV 71 Jonkoping,34,18,0,Sweden
26,2010-11,40,37,11,HV 71 Jonkoping,35,35,0,Sweden
30,2011-12,52,40,10,HV 71 Jonkoping,36,18,0,Sweden
13,2012-13,51,18,5,HV 71 Jonkoping,37,14,0,Sweden
