assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1996-97,6,0,0,St. Michael\'s Buzzers,16,9,0,ON-Jr.A
1,1998-99,4,1,0,North Bay Centennials,18,12,0,OHL
1,1999-00,6,1,0,North Bay Centennials,19,8,0,OHL
0,2000-01,3,0,0,Kentucky Thoroughblades,20,0,0,AHL
1,2004-05,8,1,0,Cardiff Devils,24,12,0,Britain
1,2009-10,5,1,0,Lowell Devils,29,12,-1,AHL
1,2011-12,3,1,0,EC Red Bull Salzburg,31,14,0,Austria
1,2012-13,8,1,0,EC Red Bull Salzburg,32,24,0,Austria
