average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,7,0,0,NHL,23,0,0,0,0,0,0,0,0,1956-57,MTL,3,4,[],0,,14
,46,0,0,NHL,24,0,8,0,0,0,0,0,0,1957-58,MTL,9,37,"[{'link': '/awards/voting-1958.html#calder', 'name': 'Calder-3'}]",0,,0
,28,0,0,NHL,25,0,8,0,0,0,0,0,0,1958-59,MTL,10,18,[],0,,63
,43,0,0,NHL,26,0,4,0,0,0,0,0,0,1959-60,MTL,21,22,"[{'link': '/awards/voting-1960.html#byng', 'name': 'Byng-5'}]",0,,65
,11,0,0,NHL,27,0,4,0,0,0,0,0,0,1960-61,MTL,7,4,[],0,,62
,34,0,0,NHL,28,0,18,0,0,0,0,0,0,1961-62,MTL,7,27,[],0,,69
,13,0,0,NHL,29,0,2,0,0,0,0,0,0,1962-63,MTL,5,8,[],0,,32
,65,4,0,NHL,30,0,15,0,0,18,6,0,0,1963-64,NYR,24,41,"[{'link': '/awards/voting-1964.html#byng', 'name': 'Byng-5'}]",0,,67
,46,2,0,NHL,31,0,6,0,0,7,5,0,0,1964-65,NYR,12,34,[],0,,52
,42,0,0,NHL,32,0,6,0,0,7,4,0,0,1965-66,NYR,11,31,[],0,,60
,61,1,0,NHL,33,0,6,0,0,11,1,0,0,1966-67,NYR,12,49,"[{'link': '/awards/voting-1967.html#byng', 'name': 'Byng-3'}, {'link': '/awards/voting-1967.html#hart', 'name': 'Hart-10'}]",0,,0
,65,7,0,NHL,34,30,10,18,179,21,4,0,10,1967-68,NYR,25,40,[],14.0,,73
,45,3,0,NHL,35,23,8,9,135,11,2,0,9,1968-69,NYR,13,32,[],9.6,,67
,78,5,0,NHL,36,23,16,3,152,16,13,0,26,1969-70,STL,29,49,"[{'link': '/awards/byng.html#1970', 'name': None}, {'link': '/awards/voting-1970.html#hart', 'name': 'Hart-8'}]",0,,72
,61,1,0,NHL,37,27,6,-15,119,6,9,0,19,1970-71,BUF,15,46,[],12.6,,60
,29,0,0,NHL,38,12,14,-11,43,0,4,0,13,1971-72,TOT,4,25,[],9.3,,45
,24,0,0,NHL,38,10,14,-10,33,0,3,0,11,1971-72,BUF,3,21,[],9.1,,37
,5,0,0,NHL,38,2,0,-1,10,0,1,0,2,1971-72,NYR,1,4,[],10.0,,8
