year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,18,2,20,3,0,QMJHL,10,St-Jean Castors,5
1986-87,19,2,2,7,0,QMJHL,8,St-Jean Castors,9
1987-88,20,2,8,2,0,IHL,7,Peoria Rivermen,4
1988-89,21,0,4,0,0,IHL,4,Peoria Rivermen,0
1989-90,22,2,16,2,0,IHL,5,Peoria Rivermen,4
1990-91,23,5,22,7,0,IHL,16,Peoria Rivermen,12
1991-92,24,3,12,4,0,IHL,10,Peoria Rivermen,7
1992-93,25,1,24,2,0,AHL,6,Providence Bruins,3
1993-94,26,1,20,0,0,IHL,8,San Diego Gulls,1
1994-95,27,4,22,8,0,Austria,13,VEU Feldkirch,12
1995-96,28,5,14,7,0,Austria,8,VEU Feldkirch,12
1997-98,30,2,8,2,0,EuroHL,4,VEU Feldkirch,4
2000-01,33,3,12,0,0,Germany,6,Hannover Scorpions,3
