year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1909-10,18,7,18,0,0,OCHL,6,Ottawa Stewartons,7
1909-10,18,0,0,0,0,LOVHL,1,Hull Volants,0
1910-11,19,4,23,0,0,OCHL,10,Ottawa Buena Vistas,4
1911-12,20,9,20,0,0,IPAHU,10,Ottawa Stewartons,9
1912-13,21,2,15,0,0,IPAHU,2,Ottawa New Edinburghs,2
1912-13,21,4,14,0,0,NHA,13,Ottawa Senators,4
1913-14,22,1,13,3,0,NHA,16,Toronto Ontarios,4
1914-15,23,2,3,1,0,NHA,5,2 Teams,3
1914-15,23,0,0,0,0,NHA,1,Montreal Canadiens,0
1914-15,23,2,3,1,0,NHA,4,Ottawa Senators,3
1915-16,24,0,0,0,0,NHA,2,Toronto Blueshirts,0
1916-17,25,3,3,1,0,NHA,19,Ottawa Senators,4
1921-22,30,1,0,0,0,WCHL,7,Regina Capitals,1
