game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,9,0,1933-34,0,0,0,0,,NHL,0,0,21,6,[],0,0,,BOS
0,0,0,0,30,1,1934-35,0,0,0,0,,NHL,0,0,22,17,[],1,0,,BOS
0,0,0,0,2,0,1935-36,0,0,0,0,,NHL,0,0,23,2,[],0,0,,BOS
