assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1930-31,1,0,0,Winnipeg Monarchs,18,2,0,WJrHL
2,1931-32,12,3,1,Winnipeg Monarchs,19,36,0,MJHL
7,1932-33,46,11,4,Boston Cubs,20,70,0,Can-Am
8,1933-34,33,14,6,Boston Cubs,21,47,0,Can-Am
5,1934-35,19,8,3,Boston Cubs,22,16,0,Can-Am
8,1935-36,29,10,2,2 Teams,23,37,0,Can-Am
8,1935-36,23,10,2,Boston Cubs,23,29,0,Can-Am
0,1935-36,6,0,0,Springfield Indians,23,8,0,Can-Am
8,1936-37,44,17,9,Minneapolis Millers,24,51,0,AHA
3,1937-38,10,4,1,Minneapolis Millers,25,10,0,AHA
4,1937-38,37,6,2,Springfield Indians,25,59,0,IAHL
