goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
4.5,0,NHL,27,MTL,1431,21,8,0,2,69,0,0,2,0,15,2,0,0,0,0,1973-74,0,2.89,0,[],0
4.8,0,NHL,25,MTL,1480,22,5,0,1,74,0,0,3,3,17,1,0,0,0,0,1974-75,0,3.00,2,[],0
4.9,0,NHL,22,MTL,1220,23,1,0,2,50,0,0,3,2,16,2,0,0,0,0,1975-76,0,2.46,4,[],0
6.8,0,NHL,26,MTL,1525,24,2,0,0,53,0,0,4,4,19,0,0,0,0,0,1976-77,0,0,0,"[{'link': '/awards/vezina.html#1977', 'name': None}]",0
6.2,0,NHL,30,MTL,1729,25,3,0,4,77,0,0,4,1,22,4,0,0,0,0,1977-78,0,2.67,0,"[{'link': '/awards/vezina.html#1978', 'name': None}]",0
7.1,0,NHL,34,MTL,1986,26,7,0,3,94,0,0,4,3,22,3,0,0,0,0,1978-79,0,2.84,2,"[{'link': '/awards/voting-1979.html#AS', 'name': 'AS-10'}, {'link': '/awards/vezina.html#1979', 'name': None}]",0
6.5,0,NHL,39,MTL,2259,27,13,0,2,125,0,0,8,3,17,2,0,0,0,0,1979-80,0,3.32,4,[],0
6.3,0,NHL,36,TOT,2083,28,12,0,1,122,0,0,5,1,19,1,0,0,0,0,1980-81,0,3.51,2,"[{'link': '/awards/vezina.html#1981', 'name': None}]",0
5.9,0,NHL,28,MTL,1623,28,9,0,1,82,0,0,3,1,16,1,0,0,0,0,1980-81,0,3.03,2,"[{'link': '/awards/vezina.html#1981', 'name': None}]",0
0.4,0,NHL,8,TOR,460,28,3,0,0,40,0,0,2,0,3,0,0,0,0,0,1980-81,0,5.22,0,"[{'link': '/awards/vezina.html#1981', 'name': None}]",0
4.9,0,NHL,50,TOR,2647,29,24,0,3,207,0,0,8,0,10,3,0,0,0,0,1981-82,0,4.69,2,[],0
1.5,0,NHL,18,TOT,955,30,9,0,0,76,0,0,4,0,3,0,0,0,0,0,1982-83,0,4.77,0,[],0
1.2,0,NHL,16,TOR,835,30,8,0,0,68,0,0,3,0,3,0,0,0,0,0,1982-83,0,4.89,0,[],0
0.3,0,NHL,2,PHI,120,30,1,0,0,8,0,0,1,0,0,0,0,0,0,0,1982-83,0,4.00,0,[],0
0.1,0,NHL,5,STL,300,31,5,0,0,31,0,0,0,0,0,0,0,0,0,.811,1983-84,164,6.20,2,[],133
