giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,31,0,19,0,0,17,2,0,0,516,MDA,0,0,[],5.9,0,1,-2,1,0,0,1999-00,0,16:38,1,26,0,1
0,NHL,76,0,20,0,0,49,11,0,0,1462,MDA,0,0,[],2.0,1,10,-1,1,0,0,2000-01,0,19:14,0,99,1,9
0,NHL,74,0,21,0,0,54,3,0,0,1302,MDA,0,0,[],0.0,0,3,-10,0,0,0,2001-02,0,17:36,0,60,1,2
0,NHL,80,0,22,0,0,65,8,0,0,1134,MDA,0,0,[],3.1,1,6,-8,2,0,1,2002-03,0,14:10,0,76,1,5
0,NHL,73,0,23,0,0,86,16,0,0,1253,MDA,0,0,[],7.0,6,10,0,6,0,0,2003-04,0,17:10,0,51,0,10
0,NHL,82,0,25,0,0,90,8,0,1,1347,MDA,0,0,[],1.1,1,7,8,1,0,0,2005-06,0,16:26,0,91,0,6
0,NHL,67,0,26,0,0,47,13,0,0,1154,TOT,0,0,[],6.4,3,10,-4,3,0,0,2006-07,0,17:13,0,41,1,9
0,NHL,52,0,26,0,0,41,12,0,0,1003,ATL,0,0,[],7.3,3,9,-5,3,0,0,2006-07,0,19:18,0,31,1,8
0,NHL,15,0,26,0,0,6,1,0,0,151,NSH,0,0,[],0.0,0,1,1,0,0,0,2006-07,0,10:02,0,10,0,1
15,NHL,69,0,27,0,102,48,7,140,0,1072,NJD,7,0,[],4.2,2,5,-12,2,0,0,2007-08,82,15:32,0,50,1,4
