year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,15,4,20,4,0,CIS-2,40,Torpedo Yaroslavl 2,8
1996-97,16,0,30,2,0,Russia-3,45,Torpedo Yaroslavl 2,2
1996-97,16,2,4,0,0,EJC-A,6,Russia,2
1997-98,17,8,164,9,0,Russia-2,47,Torpedo Yaroslavl 2,17
1997-98,17,1,6,2,0,WJC-A,7,Russia,3
1997-98,17,2,24,6,0,EJC-A,6,Russia,8
1998-99,18,3,38,4,0,Russia,34,Torpedo Yaroslavl,7
1998-99,18,0,6,2,0,WJC-A,7,Russia,2
1998-99,18,0,8,1,0,WC-A,6,Russia,1
1999-00,19,1,45,3,-6,AHL,35,Cincinnati Mighty Ducks,4
2000-01,20,0,6,3,-2,WC-A,7,Russia,3
2004-05,24,0,0,0,5,W-Cup,3,Russia,0
2004-05,24,7,92,17,0,Russia,51,Khimik Moscow Region (Voskresensk),24
2005-06,25,0,4,1,2,Olympics,8,Russia,1
2008-09,28,8,124,13,0,KHL,53,Lokomotiv Yaroslavl,21
2008-09,28,0,29,0,5,WC-A,9,Russia,0
2009-10,29,5,68,14,0,KHL,55,Lokomotiv Yaroslavl,19
