bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,2,0,2.91,0,0,NAHL,0,17,0,0,0,0,0,0,118,0,1999-00,Chicago Freeze,19,0,2,20,41,2432
0,1,0,3.23,0,0,NAHL,0,18,0,0,0,0,0,0,121,0,2000-01,Chicago Freeze,14,0,0,24,39,2246
0,5,0,2.34,0,1321,OHL,0,19,0,1216,4,0,0,0,105,.921,2001-02,Plymouth Whalers,12,0,7,26,46,2688
0,0,0,2.86,0,0,WJC-A,0,19,0,0,0,0,0,0,20,0,2001-02,United States,1,0,2,4,7,420
0,0,0,2.95,0,43,AHL,0,19,0,40,0,0,0,0,3,.930,2001-02,Utah Grizzlies,1,0,0,0,1,61
0,3,1,3.15,0,1271,AHL,0,20,0,1153,2,0,0,0,118,.907,2002-03,Utah Grizzlies,18,1,2,18,39,2245
0,3,1,2.66,0,1180,AHL,0,21,0,1081,6,0,0,0,99,.916,2003-04,Utah Grizzlies,19,1,5,13,39,2234
0,2,0,2.51,0,816,AHL,0,22,0,736,2,0,0,0,80,.902,2004-05,Worcester IceCats,13,0,1,18,35,1909
0,2,0,2.63,0,375,AHL,0,23,0,339,4,0,0,0,36,.904,2005-06,Peoria Rivermen,4,0,0,9,15,820
0,0,0,2.14,0,0,WC-A,0,23,0,0,0,0,0,0,5,0,2005-06,United States,1,0,0,1,3,140
0,1,0,2.90,0,480,AHL,0,24,0,425,0,0,0,0,55,.885,2006-07,Peoria Rivermen,10,0,4,5,20,1139
0,0,0,3.00,0,9,WC-A,0,24,0,8,0,0,0,0,1,.889,2006-07,United States,0,0,0,0,1,20
0,0,0,3.69,0,35,ECHL,0,25,0,31,0,0,0,0,4,.886,2007-08,Johnstown Chiefs,0,0,0,1,1,65
0,1,1,3.32,0,716,AHL,0,25,0,645,9,0,0,0,71,.901,2007-08,2 Teams,14,1,2,6,23,1282
0,0,0,3.17,0,84,AHL,0,25,0,73,0,0,0,0,11,.869,2007-08,Peoria Rivermen,3,0,0,1,4,208
0,1,1,3.35,0,632,AHL,0,25,0,572,9,0,0,0,60,.905,2007-08,Lake Erie Monsters,11,1,2,5,19,1074
0,2,0,2.77,0,1098,AHL,0,26,0,994,2,0,0,0,104,.905,2008-09,Lake Erie Monsters,21,0,3,13,39,2255
0,1,2,2.48,0,582,AHL,0,27,0,530,0,0,0,0,52,.911,2009-10,Hershey Bears,3,2,1,17,22,1258
0,4,0,2.29,0,1134,AHL,0,28,0,1040,0,0,0,0,94,.917,2010-11,Lake Erie Monsters,16,0,3,23,42,2466
0,0,0,2.99,0,625,AHL,0,29,0,563,0,0,0,0,62,.901,2011-12,Adirondack Phantoms,11,0,1,8,23,1245
0,3,0,2.63,0,0,Germany,0,30,0,0,0,0,0,0,137,0,2012-13,Straubing Tigers,27,0,0,25,52,3123
