bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,5.96,0,199,NHL,0,19,0,165,0,0,0,0,34,.829,1989-90,QUE,5,0.3,0,1,0,6,342
0,0,[],0,3.87,0,123,NHL,0,20,0,111,0,0,0,0,12,.902,1990-91,QUE,2,0.8,0,1,0,3,186
0,1,[],0,3.76,1.25,646,NHL,0,21,0,575,6,0,0,98,71,.890,1991-92,QUE,10,3.6,0,2,7,23,1133
0,0,[],2,3.40,-1.24,945,NHL,0,22,0,835,2,0,0,101,110,.884,1992-93,QUE,9,4.9,2,4,18,37,1939
0,2,[],3,3.39,-7.53,1434,NHL,0,23,0,1276,8,0,0,105,158,.890,1993-94,QUE,25,7.1,3,4,20,50,2798
0,2,[],3,2.78,9.24,968,NHL,0,24,0,881,2,0,0,90,87,.910,1994-95,QUE,10,6.3,3,3,17,32,1879
0,1,[],1,2.93,-0.20,1012,NHL,0,25,0,909,2,0,0,100,103,.898,1995-96,COL,6,5.4,1,7,22,37,2107
0,4,[],0,3.19,2.34,1410,NHL,0,26,0,1278,2,0,0,98,132,.906,1996-97,LAK,24,7.9,0,5,13,44,2482
0,2,[],1,2.71,4.02,1728,NHL,0,27,0,1570,8,0,0,98,158,.909,1997-98,LAK,25,10.7,1,8,26,60,3497
0,3,[],0,2.60,8.22,1217,NHL,0,28,0,1113,2,0,0,93,104,.915,1998-99,LAK,21,8.0,0,1,18,42,2403
0,1,[],2,2.75,-3.51,1208,NHL,0,29,0,1089,4,0,0,103,119,.901,1999-00,LAK,15,7.0,2,7,20,47,2592
0,0,[],0,3.58,0,129,NHL,0,30,0,110,2,0,0,0,19,.853,2000-01,LAK,0,0.1,0,1,3,7,318
0,0,[],0,3.85,0,60,NHL,0,31,0,53,0,0,0,0,7,.883,2001-02,MTL,1,0.2,0,0,0,2,109
