average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,0,0,0,0,0,0,0,1923-24,OTS,0,0,[],0,,2
,0,0,0,NHL,21,0,22,0,0,0,0,0,0,1924-25,OTS,0,0,[],0,,29
,2,0,0,NHL,22,0,24,0,0,0,0,0,0,1925-26,OTS,2,0,[],0,,0
,16,0,0,NHL,23,0,52,0,0,0,0,0,0,1926-27,OTS,15,1,[],0,,36
,25,0,0,NHL,24,0,34,0,0,0,0,0,0,1927-28,OTS,20,5,[],0,,38
,19,0,0,NHL,25,0,71,0,0,0,0,0,0,1928-29,OTS,15,4,[],0,,0
,36,0,0,NHL,26,0,46,0,0,0,0,0,0,1929-30,OTS,21,15,[],0,,43
,17,0,0,NHL,27,0,40,0,0,0,0,0,0,1930-31,OTS,9,8,[],0,,0
,21,0,0,NHL,28,0,45,0,0,0,0,0,0,1931-32,TOR,8,13,[],0,,47
,18,0,0,NHL,29,0,37,0,0,0,0,0,0,1932-33,OTS,4,14,[],0,,45
,20,0,0,NHL,30,0,10,0,0,0,0,0,0,1933-34,OTS,10,10,[],0,,0
,12,0,0,NHL,31,0,12,0,0,0,0,0,0,1934-35,TOT,7,5,[],0,,45
,10,0,0,NHL,31,0,10,0,0,0,0,0,0,1934-35,STE,5,5,[],0,,34
,2,0,0,NHL,31,0,2,0,0,0,0,0,0,1934-35,TOR,2,0,[],0,,11
,8,0,0,NHL,32,0,10,0,0,0,0,0,0,1935-36,TOR,2,6,[],0,,48
,9,0,0,NHL,33,0,4,0,0,0,0,0,0,1936-37,TOR,2,7,[],0,,48
