year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1946-47,15,7,0,3,0,TBJHL,4,Fort William K of C,10
1946-47,15,1,4,3,0,M-Cup,4,Fort William K of C,4
1947-48,16,12,8,7,0,TBJHL,7,Fort William K of C,19
1947-48,16,21,15,19,0,M-Cup,17,Port Arthur Bruins,40
1948-49,17,2,0,4,0,OHA-Jr.,3,Stratford Kroehlers,6
1949-50,18,1,10,4,0,OHA-Jr.,5,Toronto Marlboros,5
1949-50,18,2,2,2,0,OHA-Sr.,4,Toronto Marlboros,4
1949-50,18,22,32,20,0,Al-Cup,17,Toronto Marlboros,42
1952-53,21,6,12,4,0,AHL,10,Pittsburgh Hornets,10
1953-54,22,0,16,2,0,AHL,5,Pittsburgh Hornets,2
