giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,11,0,21,0,0,4,0,0,0,,EDM,0,0,[],0.0,0,0,-4,0,0,0,1997-98,0,,0,59,0,0
0,NHL,39,0,22,0,0,17,5,0,0,215,EDM,0,0,[],17.6,3,2,-1,3,0,0,1998-99,0,5:31,0,57,0,2
0,NHL,76,0,23,0,0,56,16,0,0,644,EDM,0,0,[],14.3,8,8,5,8,0,0,1999-00,0,8:28,0,123,0,8
0,NHL,82,1,24,0,0,73,29,0,2,742,EDM,0,0,[],17.8,12,16,5,13,0,0,2000-01,0,9:03,1,148,0,14
0,NHL,80,1,25,0,0,95,19,0,0,784,EDM,0,0,[],5.3,4,14,6,5,0,0,2001-02,0,9:48,1,157,0,14
0,NHL,64,2,26,0,0,46,13,0,0,592,EDM,0,0,[],13.0,6,7,-4,6,0,0,2002-03,0,9:15,0,110,0,7
0,NHL,66,1,27,0,0,54,17,0,2,618,EDM,0,0,[],11.1,5,11,7,6,0,0,2003-04,0,9:22,1,99,0,9
0,NHL,72,0,29,0,0,50,12,0,0,474,EDM,0,0,[],4.0,2,10,-5,2,0,0,2005-06,0,6:35,0,73,0,10
0,NHL,73,0,30,0,0,44,24,0,2,705,TOT,0,0,[],11.4,4,19,4,5,0,0,2006-07,0,9:39,1,70,0,17
0,NHL,56,0,30,0,0,34,22,0,2,576,PHX,0,0,[],14.7,4,17,7,5,0,0,2006-07,0,10:17,1,52,0,15
0,NHL,17,0,30,0,0,10,2,0,0,129,PIT,0,0,[],0.0,0,2,-3,0,0,0,2006-07,0,7:34,0,18,0,2
10,NHL,71,2,31,1,50,29,13,87,0,547,PIT,9,0.0,[],13.8,4,9,0,4,0,0,2007-08,9,7:42,0,141,0,9
6,NHL,33,0,32,1,25,15,2,42,0,252,MTL,4,0.0,[],0.0,0,2,-6,0,0,0,2008-09,5,7:39,0,61,0,2
4,NHL,28,0,33,0,8,2,3,21,0,161,MTL,1,0,"[{'link': '/awards/voting-2010.html#byng', 'name': 'Byng-54'}]",50.0,1,2,-6,1,0,0,2009-10,5,5:46,0,28,0,2
