giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
20,NHL,78,1,19,383,105,57,19,40,3,828,MIN,28,41.5,[],7.0,4,15,0,4,272,0,2007-08,22,10:37,0,29,0,12
22,NHL,82,1,20,509,143,88,24,69,3,1245,MIN,36,41.5,[],5.7,5,19,-14,5,361,0,2008-09,47,15:11,0,41,0,16
13,NHL,64,0,21,188,118,64,6,87,1,767,MIN,21,45.2,[],3.1,2,4,-14,2,155,0,2009-10,31,11:59,0,38,0,3
11,NHL,32,1,24,4,66,40,4,63,0,376,SJS,16,33.3,[],2.5,1,3,-9,1,2,0,2012-13,17,11:45,0,12,0,3
15,NHL,67,0,25,128,143,84,20,105,1,815,SJS,31,45.1,[],4.8,4,16,3,4,105,0,2013-14,34,12:10,0,35,0,15
33,NHL,71,1,26,271,144,79,18,112,1,941,TOT,41,47.6,[],8.9,7,11,-4,7,246,0,2014-15,40,13:15,0,37,0,10
30,NHL,57,0,26,261,124,68,16,84,1,782,SJS,38,47.4,[],7.4,5,11,-3,5,235,0,2014-15,33,13:43,0,28,0,10
3,NHL,14,1,26,10,20,11,2,28,0,159,NYR,3,52.4,[],18.2,2,0,-1,2,11,0,2014-15,7,11:22,0,9,0,0
