pim,team,assists,plus_minus,points,league,games_played,year,age,goals
8,Cleveland Barons,2,3,2,AHL,9,2003-04,25,0
6,Binghamton Senators,0,3,1,AHL,6,2004-05,26,1
33,EHC Wolfsburg,0,0,0,German-2,4,2005-06,27,0
