pim,team,assists,plus_minus,points,league,games_played,year,age,goals
88,Victoria Salsa,18,0,24,BCHL,53,1996-97,18,6
82,U. of Minnesota-Duluth,6,0,9,WCHA,40,1997-98,19,3
61,U. of Minnesota-Duluth,16,0,20,WCHA,36,1998-99,20,4
83,U. of Minnesota-Duluth,6,0,10,WCHA,37,1999-00,21,4
56,U. of Minnesota-Duluth,8,0,8,WCHA,37,2000-01,22,0
94,Cleveland Barons,12,-4,18,AHL,79,2001-02,23,6
63,Cleveland Barons,11,-10,14,AHL,59,2002-03,24,3
39,Cleveland Barons,12,6,17,AHL,55,2003-04,25,5
79,Binghamton Senators,19,23,22,AHL,79,2004-05,26,3
146,EHC Wolfsburg,22,0,31,German-2,44,2005-06,27,9
0,EHC Wolfsburg,11,0,12,German-2,21,2006-07,28,1
60,Grizzly Adams Wolfsburg,8,0,12,Germany,54,2007-08,29,4
