pim,team,assists,plus_minus,points,league,games_played,year,age,goals
111,Battleford Barons,39,0,70,SJHL,59,1976-77,16,31
124,Saskatoon Blades,55,0,78,WCJHL,62,1977-78,17,23
105,2 Teams,51,0,85,WHL,67,1978-79,18,34
55,Saskatoon Blades,29,0,50,WHL,37,1978-79,18,21
50,Billings Bighorns,22,0,35,WHL,30,1978-79,18,13
101,Billings Bighorns,66,0,108,WHL,70,1979-80,19,42
84,Saginaw Gears,25,0,36,IHL,79,1980-81,20,11
92,Maine Mariners,31,0,51,AHL,54,1981-82,21,20
5,Springfield Indians,4,0,6,AHL,5,1983-84,23,2
35,Binghamton Whalers,10,0,14,AHL,24,1988-89,28,4
