average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,21,0,2,0,18,1,2,0,0,1969-70,NYR,3,0,[],16.7,,6
,17,3,0,NHL,22,8,50,8,88,4,3,0,2,1970-71,NYR,7,10,[],8.0,,60
,49,2,0,NHL,23,15,48,7,223,17,6,0,11,1971-72,TOT,23,26,[],10.3,,80
,3,0,0,NHL,23,0,14,2,13,1,1,0,1,1971-72,NYR,2,1,[],15.4,,17
,46,2,0,NHL,23,15,34,5,210,16,5,0,10,1971-72,STL,21,25,[],10.0,,63
,48,4,0,NHL,24,16,26,1,240,20,4,0,8,1972-73,STL,24,24,[],10.0,,78
,5,0,0,NHL,25,4,12,2,24,1,0,0,0,1973-74,TOT,1,4,[],4.2,,34
,1,0,0,NHL,25,1,6,1,15,0,0,0,0,1973-74,STL,0,1,[],0.0,,6
,4,0,0,NHL,25,3,6,1,9,1,0,0,0,1973-74,NYR,1,3,[],11.1,,28
,5,1,0,NHL,26,1,8,-14,21,2,1,0,1,1974-75,WSH,3,2,[],14.3,,14
,6,0,0,NHL,27,0,8,-2,18,1,2,0,3,1975-76,WSH,3,3,[],16.7,,12
