power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,5,4,0,NHL,1969-70,21,3,NYR,,1,10,-6,0,15,,,20.0,2
0,3,0,0,NHL,1970-71,22,0,NYR,,0,2,-4,0,2,,,0.0,0
0,11,5,0,NHL,1971-72,23,1,STL,,4,14,-2,0,33,,,3.0,1
0,5,1,0,NHL,1972-73,24,0,STL,,1,2,-5,0,9,,,0.0,0
0,8,1,0,NHL,1973-74,25,1,NYR,,0,4,0,0,4,,,25.0,1
