assists,team,goals,year,games_played,points,pim,age,plus_minus,league
24,Port Coquitlam Buckeroos,23,1996-97,34,47,52,16,0,PIJHL
16,South Surrey Eagles,12,1997-98,58,28,46,17,0,BCHL
64,South Surrey Eagles,40,1998-99,59,104,52,18,0,BCHL
5,U. of New Hampshire,3,1999-00,22,8,6,19,0,H-East
18,U. of New Hampshire,9,2000-01,37,27,16,20,0,H-East
33,U. of New Hampshire,33,2001-02,40,66,30,21,0,H-East
25,U. of New Hampshire,22,2002-03,40,47,51,22,0,H-East
0,Worcester IceCats,2,2003-04,13,2,11,23,1,AHL
24,Peoria Rivermen,20,2003-04,36,44,34,23,29,ECHL
2,Worcester IceCats,5,2004-05,24,7,6,24,-4,AHL
10,Peoria Rivermen,8,2004-05,20,18,6,24,-4,ECHL
9,Peoria Rivermen,7,2005-06,29,16,19,25,-1,AHL
2,Alaska Aces,1,2005-06,5,3,2,25,1,ECHL
10,Pensacola Ice Pilots,13,2006-07,23,23,31,26,-5,ECHL
5,Schwenninger Wild Wings,3,2006-07,17,8,29,26,0,German-2
41,Edinburgh Capitals,41,2007-08,57,82,90,27,0,Britain
1,Providence Bruins,0,2008-09,4,1,0,28,2,AHL
42,Alaska Aces,25,2008-09,64,67,77,28,8,ECHL
37,2 Teams,24,2009-10,62,61,54,29,-4,ECHL
17,Alaska Aces,13,2009-10,28,30,24,29,0,ECHL
20,Stockton Thunder,11,2009-10,34,31,30,29,-4,ECHL
21,Belfast Giants,12,2010-11,32,33,28,30,0,Britain
16,Wichita Thunder,8,2011-12,30,24,10,31,7,CHL
