assists,year,games_played,points,goals,team,age,pim,plus_minus,league
17,1985-86,25,30,13,Notre Dame Hounds,16,51,0,SJHL
11,1986-87,62,21,10,2 Teams,17,98,0,WHL
4,1986-87,43,10,6,Kamloops Blazers,17,68,0,WHL
7,1986-87,19,11,4,New Westminster Bruins,17,30,0,WHL
14,1987-88,56,22,8,2 Teams,18,240,0,WHL
11,1987-88,37,17,6,New Westminster Bruins,18,157,0,WHL
3,1987-88,19,5,2,Regina Pats,18,83,0,WHL
26,1988-89,64,47,21,Regina Pats,19,241,0,WHL
31,1989-90,52,59,28,Regina Pats,20,171,0,WHL
6,1990-91,40,8,2,Springfield Indians,21,121,0,AHL
3,1990-91,9,8,5,Louisville IceHawks,21,34,0,ECHL
15,1991-92,54,22,7,Springfield Indians,22,213,0,AHL
12,1992-93,60,23,11,Springfield Indians,23,181,0,AHL
11,1993-94,52,20,9,Springfield Indians,24,185,0,AHL
5,1994-95,48,14,9,Springfield Indians,25,277,0,AHL
1,1995-96,6,5,4,Springfield Falcons,26,17,0,AHL
5,1998-99,13,6,1,Albany River Rats,29,97,7,AHL
