bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,4.00,0,125,NHL,0,21,0,107,0,0,0,0,18,.856,2002-03,CHI,3,0.0,0,2,0,6,270
0,1,[],0,2.84,-3.39,602,NHL,0,22,0,545,4,0,0,106,57,.905,2003-04,CHI,14,3.3,0,0,6,21,1205
0,1,[],1,3.32,-11.26,757,NHL,0,24,0,671,14,0,0,115,86,.886,2005-06,CHI,12,3.4,1,4,6,29,1554
0,0,[],0,2.21,0,116,NHL,0,25,0,108,0,0,0,0,8,.931,2006-07,FLA,1,1.0,0,1,1,5,217
1,2,[],1,2.25,13.60,535,NHL,9,26,.692,500,2,0,13,72,35,.935,2007-08,FLA,6,4.9,1,1,8,17,935
6,3,[],1,2.71,15.40,977,NHL,16,27,.593,903,2,0,27,83,74,.924,2008-09,FLA,7,7.6,1,5,15,31,1636
10,7,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-9'}, {'link': '/awards/voting-2010.html#vezina', 'name': 'Vezina-4'}]",3,2.64,12.14,0,NHL,41,28,.577,0,16,0,71,94,0,.917,2009-10,COL,25,14.8,3,7,38,71,4235
10,2,[],1,2.83,-0.32,1546,NHL,29,29,.592,1411,4,0,49,100,135,.913,2010-11,TOT,20,9.2,1,4,24,51,2865
9,0,[],1,3.28,-15.63,957,NHL,15,29,.484,858,4,0,31,119,99,.897,2010-11,COL,15,3.9,1,3,13,33,1810
1,2,[],0,2.05,15.31,589,NHL,14,29,.778,553,0,0,18,70,36,.939,2010-11,OTT,5,5.3,0,1,11,18,1055
9,3,[],4,2.84,0.75,1917,NHL,34,30,.567,1752,4,0,60,100,165,.914,2011-12,OTT,22,11.7,4,6,33,63,3492
1,3,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2013.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-2013.html#vezina', 'name': 'Vezina-4'}]",0,0,19.63,677,NHL,17,31,.708,637,0,0,24,0,40,0,2012-13,OTT,9,6.5,0,2,12,24,1421
10,4,[],1,3.00,-5.24,1680,NHL,26,32,.500,1530,2,0,52,104,150,.911,2013-14,OTT,16,9.5,1,8,25,53,3000
2,3,[],0,2.49,9.79,1134,NHL,17,33,.486,1047,4,0,35,90,87,.923,2014-15,OTT,13,8.0,0,8,14,35,2093
8,4,[],2,2.78,2.05,1915,NHL,31,34,.517,1754,0,0,60,99,0,.916,2015-16,OTT,23,11.6,2,5,31,60,3477
4,5,"[{'link': '/awards/voting-2017.html#AS', 'name': 'AS-7'}, {'link': '/awards/masterton.html#2017', 'name': None}]",1,2.28,15.92,1247,NHL,25,35,.625,1155,0,0,40,85,92,.926,2016-17,OTT,11,9.2,1,4,25,40,2421
