year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,16,8,34,10,0,CzRep-Jr.,68,HC Ceske Budejovice Jr.,18
1998-99,16,1,4,2,0,WJ18-A,7,Czech Republic,3
1999-00,17,7,70,32,0,WHL,47,Regina Pats,39
2000-01,18,17,75,50,44,WHL,64,Regina Pats,67
2001-02,19,12,125,46,35,WHL,60,Regina Pats,58
2001-02,19,0,4,2,0,WJC-A,7,Czech Republic,2
2002-03,20,10,79,17,5,AHL,57,San Antonio Rampage,27
2004-05,22,1,84,12,-8,AHL,71,San Antonio Rampage,13
2005-06,23,8,58,44,0,AHL,64,Binghamton Senators,52
2006-07,24,5,92,32,5,AHL,67,Syracuse Crunch,37
2007-08,25,2,50,2,0,CzRep,45,HC Mountfield Ceske Budejovice,4
2008-09,26,4,60,14,0,KHL,50,Dynamo Riga,18
2009-10,27,2,124,22,0,KHL,52,HK MVD Moscow Region,24
2009-10,27,0,4,1,-1,WC-A,3,Czech Republic,1
2010-11,28,2,30,6,0,KHL,25,OHK Dynamo Moscow,8
2011-12,29,2,46,9,0,KHL,39,OHK Dynamo Moscow,11
2012-13,30,4,71,15,0,KHL,42,Dynamo Moscow,19
