shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,59,1,0,1992-93,0,0,5.08,IHL,0,5,0,0,1,0,0,23,0,0,0,0,Peoria Rivermen
0,0,0,0,92,2,0,1993-94,0,0,3.91,IHL,0,6,0,0,1,0,0,24,0,0,0,0,Peoria Rivermen
0,0,0,0,409,7,0,1994-95,0,4,2.49,IHL,0,17,0,0,2,0,0,25,0,0,0,0,Peoria Rivermen
0,0,0,0,175,3,0,1996-97,0,0,2.74,IHL,0,8,0,0,3,0,0,27,0,0,0,0,Las Vegas Thunder
0,0,0,0,252,5,0,1997-98,0,1,2.86,IHL,0,12,0,0,3,0,0,28,0,0,0,0,Cincinnati Cyclones
0,0,0,0,188,3,0,1998-99,0,0,4.15,Finland,0,13,0,0,3,0,0,29,2,0,0,0,Jokerit Helsinki
0,0,0,0,432,7,0,1999-00,0,4,3.33,Finland,0,24,0,0,3,0,0,30,2,0,0,0,HIFK Helsinki
0,0,0,0,281,4,2,2000-01,0,0,2.35,Germany,0,11,0,0,0,0,0,31,0,0,2,0,Nurnberg Ice Tigers
