shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,2828,51,0,1989-90,0,0,4.79,SJHL,0,226,0,0,0,0,0,20,0,0,0,0,Melfort Mustangs
0,0,0,0,37,4,0,1990-91,0,0,4.86,ECAC,0,3,0,0,0,0,0,21,0,0,0,0,Cornell Big Red
0,0,3,0,1677,28,0,1991-92,0,14,2.65,ECAC,0,74,0,0,11,0,0,22,0,1,0,0,Cornell Big Red
0,0,0,0,245,4,0,1992-93,0,3,3.18,ECHL,0,13,0,0,1,0,0,23,0,0,0,0,Hampton Roads Admirals
0,0,4,0,2149,37,0,1992-93,0,16,3.96,IHL,0,142,0,0,15,0,0,23,0,0,0,0,Peoria Rivermen
0,0,3,0,1845,36,0,1993-94,0,19,4.59,IHL,0,141,0,0,10,0,0,24,0,0,0,0,Peoria Rivermen
802,0,3,731,1581,29,0,1994-95,0,17,2.69,IHL,0,71,0,0,7,0,.911,25,0,3,0,0,Peoria Rivermen
952,0,2,852,1812,35,0,1995-96,0,10,3.31,IHL,0,100,0,0,17,0,.895,26,0,1,0,0,Minnesota Moose
0,0,0,0,425,7,0,1995-96,0,4,2.54,WC-A,0,18,0,0,3,0,0,26,0,1,0,0,United States
1716,0,6,1540,3266,58,0,1996-97,0,28,3.23,IHL,0,176,0,0,19,0,.897,27,0,3,0,0,Las Vegas Thunder
0,0,0,0,1436,24,0,1997-98,0,11,3.30,Finland,0,79,0,0,13,0,0,28,0,0,0,0,HPK Hameenlinna
504,0,0,457,916,17,0,1997-98,0,10,3.08,IHL,0,47,0,0,5,0,.907,28,0,0,0,0,Cincinnati Cyclones
0,0,0,0,894,15,0,1998-99,0,7,2.28,Finland,0,34,0,0,8,0,0,29,2,5,0,0,Jokerit Helsinki
0,0,0,0,130,3,0,1998-99,0,3,0.46,WC-Q,0,1,0,0,0,0,0,29,0,1,0,0,United States
0,0,0,0,258,5,0,1998-99,0,0,1.63,WC-A,0,7,0,0,0,0,0,29,0,1,0,0,United States
0,0,0,0,2256,38,0,1998-99,0,0,3.35,Germany,0,126,0,0,0,0,0,29,10,1,0,0,2 Teams
0,0,0,0,0,0,0,1998-99,0,0,0,Germany,0,0,0,0,0,0,0,29,10,0,0,0,EHC Eisbaren Berlin
0,0,0,0,2256,38,0,1998-99,0,0,3.35,Germany,0,126,0,0,0,0,0,29,0,1,0,0,Berlin Capitals
0,0,7,0,1767,29,0,1999-00,0,12,2.44,Finland,0,72,0,0,10,0,0,30,6,1,0,0,HIFK Helsinki
0,0,0,0,130,3,0,1999-00,0,0,3.23,EuroHL,0,7,0,0,0,0,0,30,0,0,0,0,HIFK Helsinki
97,0,0,87,180,3,0,1999-00,0,3,3.33,UHL,0,10,0,0,0,0,.897,30,2,0,0,0,Fort Wayne Komets
0,0,0,0,2794,49,1,2000-01,0,0,2.68,Germany,0,125,0,0,0,0,0,31,2,2,1,0,Nurnberg Ice Tigers
0,0,0,0,2193,38,0,2001-02,0,0,2.65,Russia,0,97,0,0,0,0,0,32,10,3,0,0,Neftekhimik Nizhnekamsk
175,0,0,144,313,7,1,2001-02,0,1,5.94,WCHL,0,31,0,0,6,0,.823,32,0,0,1,0,Anchorage Aces
104,0,0,90,242,5,0,2002-03,0,3,3.47,UHL,0,14,0,0,1,0,.865,33,0,0,0,0,Fort Wayne Komets
