shorthanded_goals,power_play_goals,year,team,average_ice_time,age,points,shotsPercentage,assists,league,pim,game_winning_goals,goals,win,plus_minus,total_ice_time,games_played,even_strength_goals,shots
0,0,1998-99,CAR,18:57,24,0,0.0,0,NHL,2,0,0,,-2,76,4,0,2
