assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,MoDo AIK Ornskoldsvik,3,1971-72,6,8,0,20,0,Sweden
7,Djurgardens IF Stockholm,6,1972-73,14,13,4,21,0,Sweden
7,Djurgardens IF Stockholm,7,1973-74,14,14,4,22,0,Sweden
