year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,23,1,80,2,0,CHL,13,Birmingham South Stars,3
1983-84,24,0,43,0,0,CHL,6,Tulsa Oilers,0
1984-85,25,0,21,0,0,IHL,2,Toledo Goaldiggers,0
1985-86,26,0,56,0,0,AHL,3,Hershey Bears,0
1986-87,27,2,108,0,0,AHL,11,Adirondack Red Wings,2
1987-88,28,1,66,2,0,AHL,6,Adirondack Red Wings,3
1991-92,32,1,15,1,0,IHL,4,San Diego Gulls,2
