pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Kitchener Ranger B\'s,11,0,30,ON-Jr.B,20,1969-70,17,19
8,Kitchener Rangers,24,0,42,OHA-Jr.,36,1969-70,17,18
46,Kitchener Rangers,39,0,80,OHA-Jr.,62,1970-71,18,41
49,Kitchener Rangers,60,0,101,OHA-Jr.,60,1971-72,19,41
12,Jacksonville Barons,17,0,37,AHL,59,1972-73,20,20
37,New Haven Nighthawks,47,0,78,AHL,62,1973-74,21,31
29,Omaha Knights,31,0,52,CHL,58,1974-75,22,21
28,Providence Reds,34,0,61,AHL,74,1975-76,23,27
18,New Haven Nighthawks,34,0,65,AHL,77,1976-77,24,31
13,New Haven Nighthawks,31,0,63,AHL,74,1977-78,25,32
28,Nova Scotia Voyageurs,42,0,75,AHL,78,1978-79,26,33
16,Nova Scotia Voyageurs,36,0,59,AHL,74,1979-80,27,23
27,HC Salzburg,15,0,35,Austria,23,1980-81,28,20
0,EHC Grindelwald,14,0,52,Swiss-2,28,1982-83,30,38
0,Jujyo-Seishi,14,0,39,Japan,30,1983-84,31,25
