age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,0,-3,NHL,5,0,2012-13,0,8,0,106,0,2,15,MIN,0
24,,13.6,2,3,0,NHL,13,0,2013-14,0,22,3,313,1,2,47,MIN,6
25,,9.1,0,3,0,NHL,10,0,2014-15,0,11,1,213,1,4,23,MIN,4
26,,20.0,0,3,1,NHL,6,0,2015-16,0,10,2,156,2,4,22,MIN,5
27,,0.0,0,1,-1,NHL,5,0,2016-17,0,13,0,127,0,0,25,MIN,1
